   1     0.00000000     0.62742844     0.00016787
   2     0.00000000    -0.11344838     0.00414909
   3     0.00000000    -0.00857537     0.00514702
   4     0.00000000    -0.11344838     0.00414909
   5     0.00000000    -0.13447721     0.00987810
   6     0.00000000    -0.00768250     0.00813659
   7     0.00000000    -0.01280967     0.00936158
   8     0.00000000    -0.00543488     0.01980816
   9     0.00000000    -0.00582304     0.00424430
  10     0.00000000    -0.02513648     0.01222056
  11     0.00000000    -0.03418852     0.01843924
  12     0.00000000    -0.02513648     0.01222056
  13     0.00000000    -0.13447721     0.00987810
  14     0.00000000    -0.00543488     0.01980816
  15     0.00000000    -0.01280967     0.00936158
  16     0.00000000    -0.00768250     0.00813659
