   1     0.00000000     0.91342875     0.00022383   1   1
   2     0.00000000     0.74595110     0.00006441   1   1
   3     0.00000000     0.75858413     0.00029250   1   1
   4     0.00000000     0.74595110     0.00006441   1   1
   5     0.00000000     0.74550605     0.00019435   1   1
   6     0.00000000     0.75854535     0.00021885   1   1
   7     0.00000000     0.76005477     0.00022720   1   1
   8     0.00000000     0.75901942     0.00025523   1   1
   9     0.00000000     0.75916059     0.00031088   1   1
  10     0.00000000     0.76013001     0.00022795   1   1
  11     0.00000000     0.76041310     0.00053559   1   1
  12     0.00000000     0.76013001     0.00022795   1   1
  13     0.00000000     0.74550605     0.00019435   1   1
  14     0.00000000     0.75901942     0.00025523   1   1
  15     0.00000000     0.76005477     0.00022720   1   1
  16     0.00000000     0.75854535     0.00021885   1   1


