   1     0.00000000     0.01921438     0.00000000     0.00011192
   2     0.00000000     0.00513848     0.00000000     0.00003493
   3     0.00000000     0.00015250     0.00000000     0.00005770
   4     0.00000000     0.00501546     0.00000000     0.00003966
   5     0.00000000     0.00537370     0.00000000     0.00004547
   6     0.00000000     0.00030951     0.00000000     0.00005195
   7     0.00000000    -0.00012139     0.00000000     0.00008738
   8     0.00000000     0.00008426     0.00000000     0.00005084
   9     0.00000000     0.00019460     0.00000000     0.00004179
  10     0.00000000    -0.00009098     0.00000000     0.00002601
  11     0.00000000     0.00009283     0.00000000     0.00006150
  12     0.00000000    -0.00014832     0.00000000     0.00006677
  13     0.00000000     0.00530518     0.00000000     0.00005504
  14     0.00000000     0.00012522     0.00000000     0.00004104
  15     0.00000000    -0.00014075     0.00000000     0.00003691
  16     0.00000000     0.00015810     0.00000000     0.00002646


   1     0.00000000     3.21561966     0.00000000     0.03503543
   2     0.00000000     0.97537377     0.00000000     0.01061797
   3     0.00000000     0.10015708     0.00000000     0.00951172
   4     0.00000000     0.95280212     0.00000000     0.02226360
   5     0.00000000     1.02924759     0.00000000     0.01336942
   6     0.00000000     0.13695656     0.00000000     0.00722007
   7     0.00000000    -0.02462097     0.00000000     0.00293169
   8     0.00000000     0.09403539     0.00000000     0.00356229
   9     0.00000000     0.11507098     0.00000000     0.00557609
  10     0.00000000    -0.02508906     0.00000000     0.00384032
  11     0.00000000     0.01093920     0.00000000     0.00301999
  12     0.00000000    -0.02354047     0.00000000     0.00234983
  13     0.00000000     1.03478869     0.00000000     0.02074042
  14     0.00000000     0.10283978     0.00000000     0.00420687
  15     0.00000000    -0.02117581     0.00000000     0.00337290
  16     0.00000000     0.12216721     0.00000000     0.00797774


   1     0.00000000     2.21426546     0.00000000     0.05406835
   2     0.00000000     0.49880746     0.00000000     0.01978784
   3     0.00000000     0.18699378     0.00000000     0.01098410
   4     0.00000000     0.51485093     0.00000000     0.02087472
   5     0.00000000     0.57770024     0.00000000     0.02516617
   6     0.00000000    -0.10204320     0.00000000     0.00885899
   7     0.00000000     0.01314968     0.00000000     0.00957765
   8     0.00000000    -0.08074155     0.00000000     0.01463993
   9     0.00000000     0.23060732     0.00000000     0.00832079
  10     0.00000000     0.03953244     0.00000000     0.00386338
  11     0.00000000     0.01431490     0.00000000     0.01093804
  12     0.00000000     0.03075008     0.00000000     0.00876240
  13     0.00000000     0.60051818     0.00000000     0.03898852
  14     0.00000000    -0.07010527     0.00000000     0.00597193
  15     0.00000000     0.03126594     0.00000000     0.01534866
  16     0.00000000    -0.08671649     0.00000000     0.01030458


