   1     0.00000000    -0.01913672     0.05368653
   2     0.00000000     0.42103421     0.04081634
   3     0.00000000     0.58767221     0.07820619
   4     0.00000000     0.42103421     0.04081634
   5     0.00000000     0.48224083     0.02510539
   6     0.00000000     0.61213357     0.02643695
   7     0.00000000     0.83548841     0.03473688
   8     0.00000000     0.60314308     0.04377043
   9     0.00000000     0.62248031     0.05846971
  10     0.00000000     0.90770437     0.02269193
  11     0.00000000     1.12435025     0.08000735
  12     0.00000000     0.90770437     0.02269193
  13     0.00000000     0.48224083     0.02510539
  14     0.00000000     0.60314308     0.04377043
  15     0.00000000     0.83548841     0.03473688
  16     0.00000000     0.61213357     0.02643695
