   1     0.00000000     0.20914281     0.00005596   1   1
   2     0.00000000    -0.03822299     0.00049927   1   1
   3     0.00000000    -0.00842566     0.00056039   1   1
   4     0.00000000    -0.03822299     0.00049927   1   1
   5     0.00000000    -0.04510195     0.00119942   1   1
   6     0.00000000    -0.00088667     0.00035995   1   1
   7     0.00000000    -0.00325760     0.00052973   1   1
   8     0.00000000     0.00463236     0.00070886   1   1
   9     0.00000000    -0.01172912     0.00152826   1   1
  10     0.00000000    -0.00329283     0.00068465   1   1
  11     0.00000000    -0.01672868     0.00176935   1   1
  12     0.00000000    -0.00329283     0.00068465   1   1
  13     0.00000000    -0.04510195     0.00119942   1   1
  14     0.00000000     0.00463236     0.00070886   1   1
  15     0.00000000    -0.00325760     0.00052973   1   1
  16     0.00000000    -0.00088667     0.00035995   1   1


